地段位置或門牌,社區簡稱,交易日期,總價(萬元),"單價
(萬元/坪)","總面積
(坪)",主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,"車位總價
(萬元)",管理組織,電梯,主要用途,備註
士林區中山北路七段８１巷３８之７號,天母富邦777,115/04/04,15000,110.66,155.98,44.72%,華廈(10層含以下有電梯),18,一層/五層,房地(土地+建物)+車位,土:1 建:1車:2,2衛,700,有,有,住家用,壹樓空地增建、公設增建做空地面積使用扣除車位之房地價為14300萬：其中土地價為11440萬、建物價為2860萬。車位之房地價為700萬：其中土地價為560萬建物價為140萬。其他增建;毛胚屋;
士林區福港街１６０巷１８號三樓,首里華廈,115/04/04,3520,77.85,55.76,57.56%,華廈(10層含以下有電梯),12,三層/七層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,280,有,有,住家用,陽台外推;
士林區環河北路三段１１１號六樓之１,天星花園,115/04/03,1750,77.49,25.92,67.39%,住宅大樓(11層含以上有電梯),22,六層/十三層,房地(土地+建物)+車位,土:2 建:2車:1,2房1廳1衛,200,有,有,住家用,其他增建;
士林區中山北路七段１１４巷３６弄１２號三樓,太平洋晴園,115/04/03,2388,58.29,40.97,80.70%,華廈(10層含以下有電梯),44,三層/七層,房地(土地+建物),土:4 建:1車:0,3房2廳2衛,,有,有,住家用,其他增建;
士林區承德路四段９５號三樓,藏峰,115/04/03,6750,83.41,91.2,63.85%,住宅大樓(11層含以上有電梯),24,三層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,5房2廳2衛,300,有,有,住家用,陽台外推;其他增建;
士林區葫蘆街３０巷１５號四樓,,115/04/02,1210,50.29,24.06,65.75%,公寓(5樓含以下無電梯),54,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,另有頂樓加蓋，格局2房1聽1衛頂樓加蓋;
士林區福國路６９號,,115/04/02,283.5,70.89,4,100.00%,公寓(5樓含以下無電梯),52,四層/四層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區幸福街５巷３２號五樓之１,官邸築翫,115/04/02,1530,78.16,23.37,54.77%,華廈(10層含以下有電梯),15,五層/八層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,200,有,有,住家用,夾層;
士林區志成街３２號地下,,115/04/02,900,54.54,16.5,100.00%,公寓(5樓含以下無電梯),44,地下層/五層,房地(土地+建物),土:1 建:1車:0,1廳1衛,,無,無,其他,親友、員工、共有人或其他特殊關係間之交易;
士林區天母東路４３巷４弄１０之１號四樓,冠德天相,115/03/31,5288,75.85,69.72,46.41%,華廈(10層含以下有電梯),24,四層/七層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,450,有,有,住家用,其他增建;
士林區華齡街３５巷１６號二樓,,115/03/30,800,29.64,27,83.76%,公寓(5樓含以下無電梯),48,二層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段２７７巷１８弄１４號五樓,,115/03/30,2150,52.97,40.59,54.12%,公寓(5樓含以下無電梯),46,五層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
士林區德行東路３３１巷５０弄５號五樓,,115/03/30,1620,53.67,30.19,87.10%,公寓(5樓含以下無電梯),47,五層/五層,房地(土地+建物),土:3 建:1車:0,3房3廳2衛,,無,無,住家用,其他增建：鐵窗增建其他增建;
士林區承德路四段２７７巷３６號八樓,時尚春風,115/03/29,2490,79.71,31.24,51.27%,華廈(10層含以下有電梯),19,八層/八層,房地(土地+建物)+車位,土:1 建:2車:1,2房1廳1衛,180,有,有,住家用,
士林區延平北路六段１１６巷４９弄４號四樓,,115/03/29,1540,39.94,38.55,83.73%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區文昌路１６９巷２８號三樓,,115/03/29,1450,64,22.66,100.00%,公寓(5樓含以下無電梯),51,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;
士林區士東路２巷１７號八樓,秋鴻大廈,115/03/29,4428,79.68,55.58,48.78%,華廈(10層含以下有電梯),22,八層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,300,有,有,住家用,陽台加窗。陽台外推;其他增建;
士林區中山北路七段５１巷１３號六樓,,115/03/28,2888,76.99,37.51,67.91%,華廈(10層含以下有電梯),42,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區天玉街１０４號六樓之２,天母羅丹,115/03/28,3090,71.96,42.94,46.55%,華廈(10層含以下有電梯),31,六層/八層,房地(土地+建物)+車位,土:1 建:3車:1,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
士林區社子街１４６巷７弄７號,,115/03/27,750,0,6,,透天厝,57,全/二層,房地(土地+建物),土:7 建:1車:0,2廳2衛,,無,無,住家用,
士林區忠誠路二段４０巷１４弄１１號五樓,,115/03/27,2350,69.07,34.03,85.06%,公寓(5樓含以下無電梯),47,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中正路６８９號,忠誠,115/03/27,1938.9,48.24,40.2,72.22%,住宅大樓(11層含以上有電梯),42,一層/十二層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,有,有,住家用,其他增建;
士林區前港街１０２號五樓,,115/03/26,1868,54.19,34.47,86.28%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區華齡街１８５巷１號三樓,國家園首領袖區,115/03/25,3668,81.02,45.28,50.98%,住宅大樓(11層含以上有電梯),18,三層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,160,有,有,住家用,
士林區中山北路七段８１巷１１號十樓,天母星鑽,115/03/25,6980,67.97,119.38,70.98%,住宅大樓(11層含以上有電梯),33,"十層,十一層/十九層",房地(土地+建物)+車位,土:1 建:1車:2,6房3廳4衛,500,有,有,住家用,其他增建;
士林區福港街１１０巷１弄３號三樓,,115/03/25,240,35.93,6.68,78.13%,公寓(5樓含以下無電梯),48,三層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,商業用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路六段４０５巷８８號十一樓之２,,115/03/25,7200,90.65,79.42,46.19%,住宅大樓(11層含以上有電梯),2,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,3房1廳2衛,,有,有,住家用,
士林區華齡街５３號,,115/03/24,2975,102.29,29.09,93.14%,公寓(5樓含以下無電梯),46,一層/五層,房地(土地+建物),土:2 建:1車:0,1廳2衛,,無,無,住商用,其他增建;
士林區福港街１７２號四樓,,115/03/24,1860,65.65,28.33,72.76%,華廈(10層含以下有電梯),45,四層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,陽台外推;
士林區天母北路５６號十八樓之１,聯上天母,115/03/23,3200,124.83,34.97,59.83%,住宅大樓(11層含以上有電梯),6,十八層/二十四層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,300,有,有,住家用,
士林區天玉街３８巷１２號三樓之１,天母蘭桂坊,115/03/23,998,95,10.51,39.30%,住宅大樓(11層含以上有電梯),29,三層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,
士林區德行東路２３３號六樓之２,雨聲華廈,115/03/22,1425,78.58,18.13,83.69%,華廈(10層含以下有電梯),48,六層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,
士林區承德路四段２７７巷８７號,,115/03/22,1250,73.06,17.11,100.00%,公寓(5樓含以下無電梯),59,一層/二層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,
士林區天母西路３８巷７號八樓,天母自在,115/03/21,5500,115.06,50.07,52.77%,住宅大樓(11層含以上有電梯),8,八層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,320,有,有,住家用,陽台外推;其他增建;
士林區和豐街４號四樓,,115/03/21,190,40.71,4.67,100.00%,公寓(5樓含以下無電梯),56,四層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區通河東街一段１７１號十樓之１,親水岸,115/03/21,2130,65.17,32.69,51.65%,住宅大樓(11層含以上有電梯),19,十層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,商業用,
士林區承德路四段３巷２１號三樓,,115/03/21,1200,56.82,21.12,94.90%,公寓(5樓含以下無電梯),58,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,內梯增建陽台外推;頂樓加蓋;其他增建;
士林區福德路３１巷１１號二樓之１０,小貴馥,115/03/20,1150,111.35,10.33,49.79%,華廈(10層含以下有電梯),14,二層/八層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
士林區承德路四段８５號七樓,藏峰,115/03/19,6600,86.8,84.58,62.66%,住宅大樓(11層含以上有電梯),24,七層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,280,有,有,住家用,陽台外推;其他增建;
士林區福志路１０６號四樓,,115/03/19,1950,63.13,30.89,93.03%,公寓(5樓含以下無電梯),45,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
士林區中山北路七段１４巷５弄５號五樓,天母開發,115/03/18,1200,24.94,48.11,78.34%,華廈(10層含以下有電梯),40,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,特殊交易:公司清算資產
士林區菁山路４９之２號二樓,陽明帝景,115/03/18,4900,67.05,98.89,63.49%,華廈(10層含以下有電梯),17,二層/五層,房地(土地+建物)+車位,土:1 建:1車:3,2房2廳2衛,750,有,有,住家用,交易總價包含下列非屬不動產價格之費用：裝潢費、傢俱設備等費用含裝潢費;含傢俱設備費;親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路五段７５０號八樓之１,,115/03/18,5200,92.19,66.86,59.30%,住宅大樓(11層含以上有電梯),2,八層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,320,有,有,住家用,
士林區至善路二段１巷３５號,,115/03/18,9800,0,15.42,,透天厝,62,全/--,房地(土地+建物),土:2 建:1車:0,,,無,無,住家用,
士林區中山北路五段６１８號十樓之２,,115/03/18,3700,109.17,41.36,63.07%,住宅大樓(11層含以上有電梯),1,十層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,2房2廳2衛,290,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區天母西路１５號,僑福園,115/03/17,2100,120.48,17.43,73.46%,華廈(10層含以下有電梯),41,一層/七層,房地(土地+建物),土:1 建:1車:0,1廳1衛,,有,有,商業用,後陽台外推
士林區雨聲街１５巷１２號四樓,,115/03/17,1840,50.03,36.77,80.77%,公寓(5樓含以下無電梯),44,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,陽台外推;其他增建;
士林區大南路４０３號三樓,,115/03/16,1680,57.82,29.06,91.98%,公寓(5樓含以下無電梯),47,三層/五層,房地(土地+建物),土:4 建:1車:0,2房2廳1衛,,無,無,住家用,其他增建;
士林區重慶北路四段１巷２７弄７號,,115/03/16,1260,69.26,18.19,100.00%,公寓(5樓含以下無電梯),59,一層/二層,房地(土地+建物),土:2 建:1車:0,2房2廳1衛,,無,無,住家用,其他增建;
士林區中社路一段１１巷７２號,,115/03/16,1020,49.01,20.81,100.00%,公寓(5樓含以下無電梯),51,一層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
士林區中正路６０１號九樓之１０,台北市百齡,115/03/16,760,67.19,11.31,74.38%,住宅大樓(11層含以上有電梯),46,九層/十二層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,商業用,陽台外推;
士林區雨聲街５８巷３號四樓,,115/03/15,1300,68.34,19.02,49.08%,公寓(5樓含以下無電梯),33,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,露台加蓋。陽台外推;其他增建;
士林區中山北路七段１９０巷３２之３號,,115/03/15,1910,63.98,29.85,100.00%,公寓(5樓含以下無電梯),53,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,其他增建;
士林區忠誠路一段４１號六樓,士林御花園,115/03/15,4380,78.64,55.7,78.86%,華廈(10層含以下有電梯),41,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,300,有,有,住家用,陽台外推;
士林區忠誠路一段１１３號四樓,天母鉅星,115/03/15,3350,90.22,37.13,79.41%,住宅大樓(11層含以上有電梯),36,四層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
士林區文林路７６０號十三樓,天母景得,115/03/15,5180,76.27,67.91,54.03%,住宅大樓(11層含以上有電梯),22,十三層/十三層,房地(土地+建物)+車位,土:2 建:1車:2,4房2廳2衛,300,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
士林區基河路２２４號二樓,公教大樓,115/03/14,3400,63.91,53.2,51.79%,住宅大樓(11層含以上有電梯),31,二層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,250,有,有,住家用,陽台加窗。陽台外推;其他增建;
士林區忠誠路二段３號十一樓,新光仰賢華廈,115/03/14,5480,89.85,71.77,72.36%,住宅大樓(11層含以上有電梯),39,十一層/十四層,房地(土地+建物)+車位,土:3 建:1車:1,3房2廳2衛,300,有,有,住家用,陽台外推;
士林區華光街４２號,,115/03/13,1659,66.22,25.05,100.00%,公寓(5樓含以下無電梯),62,一層/二層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區前港街５８巷１弄１０號二樓,,115/03/13,1100,33.97,32.38,87.17%,公寓(5樓含以下無電梯),46,二層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區中山北路七段２２３之１號六樓,,115/03/13,3563.7,42.6,83.66,63.29%,華廈(10層含以下有電梯),43,六層/七層,房地(土地+建物)+車位,土:3 建:1車:1,4房2廳4衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區天母東路８巷２３號二樓之５,華琪,115/03/12,860,71.49,12.03,100.00%,華廈(10層含以下有電梯),50,"二層,陽臺/七層",房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;
士林區雨聲街１５巷１０號四樓,,115/03/12,1818,49.94,36.4,80.77%,公寓(5樓含以下無電梯),44,四層/五層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,無,住家用,其他增建;
士林區忠誠路一段１８８之１號七樓,蘭雅新城,115/03/12,3466,89.14,38.88,86.30%,華廈(10層含以下有電梯),32,七層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
士林區天玉街１２１號二樓,家居雲門,115/03/12,7250,79.78,90.87,45.78%,華廈(10層含以下有電梯),18,二層/五層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳3衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
士林區福壽街４３號六樓,築禾韻,115/03/11,1930,100.72,21.95,52.03%,華廈(10層含以下有電梯),10,六層/七層,房地(土地+建物)+車位,土:2 建:1車:1,1房2廳2衛,200,有,有,住家用,陽台外推;夾層;其他增建;
士林區文林路１０２號二樓之１１,士林銀座,115/03/11,1533,95.91,15.98,71.37%,華廈(10層含以下有電梯),31,"二層,通道/六層",房地(土地+建物),土:1 建:1車:0,,,有,有,商業用,
士林區通河街３２３巷７１之４號,劍潭國宅D區,115/03/11,450,50.46,8.92,89.15%,公寓(5樓含以下無電梯),55,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,廚房浴室外推其他增建;
士林區重慶北路四段７９號四樓之６,台北市大興,115/03/11,1950,76.87,25.37,77.81%,華廈(10層含以下有電梯),47,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,有,有,住家用,陽台外推;其他增建;
